chromatic_number,clique_number,max_independent_set,domination_number,clique_cover_number,target
56.0,56.0,3.0,3.0,4.0,0.0
51.0,51.0,4.0,3.0,4.0,0.0
58.0,58.0,5.0,5.0,5.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
63.0,63.0,3.0,3.0,3.0,0.0
63.0,63.0,3.0,3.0,4.0,0.0
60.0,60.0,3.0,3.0,3.0,0.0
60.0,60.0,3.0,2.0,3.0,0.0
52.0,52.0,3.0,3.0,3.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,3.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,3.0,3.0,0.0
53.0,53.0,3.0,3.0,4.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
51.0,51.0,3.0,3.0,4.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
50.0,50.0,3.0,3.0,4.0,0.0
51.0,51.0,4.0,3.0,4.0,0.0
56.0,56.0,4.0,4.0,5.0,0.0
55.0,55.0,4.0,4.0,4.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
60.0,60.0,3.0,3.0,3.0,0.0
54.0,54.0,3.0,3.0,4.0,0.0
52.0,52.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
64.0,64.0,3.0,3.0,4.0,0.0
63.0,63.0,3.0,3.0,4.0,0.0
68.0,68.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,3.0,3.0,0.0
60.0,60.0,4.0,4.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
50.0,50.0,3.0,3.0,4.0,0.0
64.0,64.0,3.0,2.0,4.0,0.0
62.0,62.0,4.0,3.0,4.0,0.0
63.0,63.0,3.0,2.0,3.0,0.0
58.0,58.0,3.0,2.0,3.0,0.0
62.0,62.0,3.0,3.0,3.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
60.0,60.0,3.0,2.0,3.0,0.0
54.0,54.0,4.0,4.0,5.0,0.0
53.0,53.0,3.0,3.0,4.0,0.0
50.0,50.0,3.0,4.0,4.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
55.0,55.0,3.0,3.0,3.0,0.0
61.0,61.0,4.0,3.0,4.0,0.0
49.0,49.0,3.0,3.0,4.0,0.0
51.0,51.0,3.0,3.0,4.0,0.0
60.0,60.0,3.0,3.0,3.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
55.0,55.0,4.0,4.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
53.0,53.0,4.0,4.0,4.0,0.0
65.0,65.0,3.0,3.0,4.0,0.0
67.0,67.0,3.0,3.0,4.0,0.0
61.0,61.0,3.0,2.0,3.0,0.0
60.0,60.0,3.0,3.0,3.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
67.0,67.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,2.0,3.0,0.0
60.0,60.0,4.0,4.0,4.0,0.0
65.0,65.0,3.0,2.0,3.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
63.0,63.0,3.0,3.0,3.0,0.0
53.0,53.0,4.0,4.0,4.0,0.0
57.0,57.0,3.0,3.0,3.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
51.0,51.0,4.0,4.0,4.0,0.0
59.0,59.0,3.0,3.0,3.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
63.0,63.0,3.0,3.0,3.0,0.0
63.0,63.0,4.0,4.0,4.0,0.0
61.0,61.0,4.0,4.0,4.0,0.0
65.0,65.0,3.0,3.0,4.0,0.0
65.0,65.0,3.0,3.0,3.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
51.0,51.0,3.0,3.0,4.0,0.0
55.0,55.0,4.0,4.0,4.0,0.0
60.0,60.0,3.0,2.0,4.0,0.0
62.0,62.0,3.0,2.0,4.0,0.0
61.0,61.0,4.0,4.0,4.0,0.0
58.0,58.0,3.0,3.0,3.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
52.0,52.0,3.0,3.0,4.0,0.0
65.0,65.0,4.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
59.0,59.0,4.0,3.0,4.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,3.0,3.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
64.0,64.0,3.0,3.0,4.0,0.0
56.0,56.0,2.0,2.0,3.0,0.0
56.0,56.0,3.0,3.0,3.0,0.0
67.0,67.0,3.0,3.0,4.0,0.0
60.0,60.0,4.0,4.0,4.0,0.0
58.0,58.0,3.0,3.0,3.0,0.0
62.0,62.0,4.0,3.0,4.0,0.0
61.0,61.0,4.0,3.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
66.0,66.0,3.0,2.0,3.0,0.0
61.0,61.0,4.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
55.0,55.0,4.0,3.0,5.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
62.0,62.0,4.0,4.0,4.0,0.0
61.0,61.0,3.0,3.0,3.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
53.0,53.0,4.0,4.0,4.0,0.0
53.0,53.0,3.0,3.0,4.0,0.0
60.0,60.0,3.0,3.0,3.0,0.0
65.0,65.0,2.0,2.0,3.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
66.0,66.0,3.0,2.0,3.0,0.0
63.0,63.0,3.0,2.0,4.0,0.0
58.0,58.0,3.0,3.0,3.0,0.0
53.0,53.0,3.0,2.0,4.0,0.0
55.0,55.0,4.0,4.0,5.0,0.0
52.0,52.0,3.0,2.0,3.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
54.0,54.0,3.0,2.0,4.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
61.0,61.0,3.0,2.0,4.0,0.0
62.0,62.0,4.0,4.0,4.0,0.0
55.0,55.0,3.0,3.0,3.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
63.0,63.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,4.0,4.0,0.0
57.0,57.0,4.0,4.0,4.0,0.0
54.0,54.0,4.0,4.0,4.0,0.0
69.0,69.0,4.0,4.0,4.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
61.0,61.0,2.0,2.0,3.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
45.0,45.0,3.0,3.0,4.0,0.0
66.0,66.0,4.0,4.0,4.0,0.0
49.0,49.0,4.0,4.0,4.0,0.0
64.0,64.0,4.0,4.0,4.0,0.0
67.0,67.0,3.0,3.0,4.0,0.0
55.0,55.0,3.0,3.0,3.0,0.0
57.0,57.0,3.0,3.0,3.0,0.0
63.0,63.0,3.0,3.0,3.0,0.0
54.0,54.0,3.0,2.0,3.0,0.0
53.0,53.0,3.0,3.0,3.0,0.0
54.0,54.0,4.0,4.0,4.0,0.0
64.0,64.0,3.0,2.0,3.0,0.0
63.0,63.0,3.0,3.0,4.0,0.0
61.0,61.0,4.0,4.0,4.0,0.0
58.0,58.0,3.0,2.0,4.0,0.0
53.0,53.0,4.0,4.0,5.0,0.0
52.0,52.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,3.0,0.0
61.0,61.0,3.0,3.0,3.0,0.0
56.0,56.0,3.0,3.0,3.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
58.0,58.0,2.0,2.0,3.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
57.0,57.0,3.0,2.0,4.0,0.0
58.0,58.0,3.0,2.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
55.0,55.0,4.0,3.0,4.0,0.0
61.0,61.0,4.0,4.0,4.0,0.0
63.0,63.0,3.0,2.0,3.0,0.0
59.0,59.0,3.0,3.0,3.0,0.0
53.0,53.0,3.0,3.0,4.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
60.0,60.0,4.0,3.0,4.0,0.0
56.0,56.0,4.0,4.0,4.0,0.0
54.0,54.0,4.0,4.0,4.0,0.0
58.0,58.0,4.0,4.0,4.0,0.0
58.0,58.0,4.0,4.0,4.0,0.0
63.0,63.0,3.0,3.0,3.0,0.0
54.0,54.0,3.0,3.0,3.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
52.0,52.0,4.0,4.0,4.0,0.0
61.0,61.0,4.0,4.0,4.0,0.0
58.0,58.0,4.0,3.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,3.0,0.0
66.0,66.0,2.0,2.0,3.0,0.0
60.0,60.0,3.0,2.0,3.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
52.0,52.0,3.0,3.0,4.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
68.0,68.0,3.0,3.0,4.0,0.0
51.0,51.0,3.0,3.0,3.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
65.0,65.0,3.0,3.0,4.0,0.0
57.0,57.0,4.0,4.0,4.0,0.0
50.0,50.0,3.0,2.0,3.0,0.0
54.0,54.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,2.0,4.0,0.0
56.0,56.0,4.0,4.0,5.0,0.0
63.0,63.0,3.0,3.0,4.0,0.0
56.0,56.0,4.0,4.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
65.0,65.0,3.0,3.0,4.0,0.0
64.0,64.0,3.0,2.0,3.0,0.0
60.0,60.0,3.0,3.0,3.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,2.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
63.0,63.0,3.0,3.0,4.0,0.0
59.0,59.0,4.0,3.0,4.0,0.0
63.0,63.0,4.0,4.0,4.0,0.0
57.0,57.0,4.0,3.0,4.0,0.0
56.0,56.0,4.0,4.0,4.0,0.0
51.0,51.0,3.0,3.0,4.0,0.0
68.0,68.0,3.0,3.0,3.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
61.0,61.0,4.0,4.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
54.0,54.0,4.0,3.0,4.0,0.0
55.0,55.0,4.0,4.0,4.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
60.0,60.0,3.0,3.0,3.0,0.0
53.0,53.0,3.0,3.0,3.0,0.0
61.0,61.0,4.0,4.0,4.0,0.0
54.0,54.0,3.0,3.0,4.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
51.0,51.0,3.0,3.0,4.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
53.0,53.0,3.0,2.0,4.0,0.0
58.0,58.0,4.0,4.0,4.0,0.0
68.0,68.0,3.0,3.0,4.0,0.0
53.0,53.0,3.0,2.0,3.0,0.0
68.0,68.0,3.0,3.0,4.0,0.0
52.0,52.0,3.0,3.0,3.0,0.0
61.0,61.0,4.0,4.0,4.0,0.0
54.0,54.0,3.0,3.0,4.0,0.0
53.0,53.0,3.0,2.0,4.0,0.0
57.0,57.0,4.0,4.0,5.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
61.0,61.0,4.0,4.0,4.0,0.0
59.0,59.0,4.0,4.0,4.0,0.0
56.0,56.0,3.0,4.0,4.0,0.0
56.0,56.0,3.0,3.0,3.0,0.0
63.0,63.0,3.0,3.0,4.0,0.0
64.0,64.0,3.0,3.0,4.0,0.0
73.0,73.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
63.0,63.0,3.0,2.0,4.0,0.0
55.0,55.0,4.0,4.0,5.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
49.0,49.0,3.0,3.0,3.0,0.0
65.0,65.0,3.0,3.0,4.0,0.0
60.0,60.0,4.0,3.0,4.0,0.0
57.0,57.0,3.0,2.0,4.0,0.0
67.0,67.0,3.0,2.0,3.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
63.0,63.0,4.0,4.0,4.0,0.0
51.0,51.0,2.0,2.0,3.0,0.0
54.0,54.0,4.0,4.0,4.0,0.0
55.0,55.0,4.0,4.0,4.0,0.0
58.0,58.0,3.0,3.0,3.0,0.0
59.0,59.0,2.0,2.0,3.0,0.0
69.0,69.0,4.0,4.0,4.0,0.0
64.0,64.0,4.0,3.0,4.0,0.0
61.0,61.0,3.0,3.0,3.0,0.0
55.0,55.0,3.0,4.0,4.0,0.0
57.0,57.0,4.0,4.0,4.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
54.0,54.0,3.0,3.0,4.0,0.0
64.0,64.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
57.0,57.0,3.0,3.0,3.0,0.0
51.0,51.0,4.0,4.0,5.0,0.0
60.0,60.0,3.0,2.0,3.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
55.0,55.0,3.0,2.0,3.0,0.0
60.0,60.0,3.0,2.0,4.0,0.0
52.0,52.0,4.0,3.0,4.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
50.0,50.0,3.0,2.0,4.0,0.0
64.0,64.0,2.0,2.0,3.0,0.0
64.0,64.0,4.0,3.0,4.0,0.0
55.0,55.0,4.0,4.0,4.0,0.0
54.0,54.0,4.0,4.0,4.0,0.0
47.0,47.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
51.0,51.0,3.0,2.0,4.0,0.0
58.0,58.0,3.0,3.0,3.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,2.0,4.0,0.0
54.0,54.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
66.0,66.0,3.0,3.0,4.0,0.0
58.0,58.0,4.0,3.0,4.0,0.0
63.0,63.0,3.0,3.0,3.0,0.0
66.0,66.0,3.0,3.0,4.0,0.0
54.0,54.0,3.0,3.0,3.0,0.0
62.0,62.0,4.0,4.0,4.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
67.0,67.0,3.0,3.0,3.0,0.0
64.0,64.0,3.0,2.0,4.0,0.0
54.0,54.0,3.0,2.0,4.0,0.0
60.0,60.0,3.0,3.0,3.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
66.0,66.0,3.0,3.0,4.0,0.0
52.0,52.0,4.0,4.0,4.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
57.0,57.0,4.0,3.0,4.0,0.0
64.0,64.0,3.0,3.0,4.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
65.0,65.0,3.0,3.0,3.0,0.0
55.0,55.0,3.0,2.0,4.0,0.0
51.0,51.0,4.0,4.0,5.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
67.0,67.0,3.0,2.0,3.0,0.0
51.0,51.0,3.0,3.0,4.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,3.0,0.0
65.0,65.0,3.0,2.0,4.0,0.0
51.0,51.0,3.0,3.0,3.0,0.0
60.0,60.0,3.0,3.0,3.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
57.0,57.0,3.0,3.0,3.0,0.0
61.0,61.0,4.0,3.0,4.0,0.0
59.0,59.0,4.0,3.0,5.0,0.0
56.0,56.0,4.0,4.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
55.0,55.0,3.0,2.0,4.0,0.0
60.0,60.0,3.0,3.0,3.0,0.0
60.0,60.0,4.0,3.0,4.0,0.0
51.0,51.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
55.0,55.0,4.0,4.0,4.0,0.0
67.0,67.0,5.0,4.0,5.0,0.0
54.0,54.0,3.0,3.0,4.0,0.0
60.0,60.0,4.0,4.0,4.0,0.0
53.0,53.0,3.0,3.0,4.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
60.0,60.0,3.0,2.0,3.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
51.0,51.0,3.0,3.0,4.0,0.0
66.0,66.0,4.0,4.0,4.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
64.0,64.0,3.0,3.0,4.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
52.0,52.0,4.0,4.0,4.0,0.0
57.0,57.0,4.0,3.0,4.0,0.0
60.0,60.0,3.0,3.0,3.0,0.0
52.0,52.0,4.0,4.0,4.0,0.0
53.0,53.0,2.0,2.0,3.0,0.0
61.0,61.0,3.0,3.0,3.0,0.0
68.0,68.0,2.0,2.0,3.0,0.0
53.0,53.0,3.0,3.0,4.0,0.0
55.0,55.0,3.0,2.0,4.0,0.0
66.0,66.0,4.0,4.0,4.0,0.0
62.0,62.0,3.0,3.0,3.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
58.0,58.0,4.0,5.0,5.0,0.0
59.0,59.0,4.0,4.0,4.0,0.0
64.0,64.0,4.0,3.0,4.0,0.0
60.0,60.0,3.0,4.0,4.0,0.0
60.0,60.0,3.0,3.0,3.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,4.0,4.0,0.0
53.0,53.0,3.0,3.0,4.0,0.0
65.0,65.0,3.0,2.0,4.0,0.0
53.0,53.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
53.0,53.0,2.0,2.0,3.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
59.0,59.0,4.0,3.0,4.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
61.0,61.0,3.0,3.0,3.0,0.0
59.0,59.0,4.0,4.0,4.0,0.0
59.0,59.0,4.0,4.0,4.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
59.0,59.0,4.0,4.0,4.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
53.0,53.0,4.0,4.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
58.0,58.0,2.0,2.0,3.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
54.0,54.0,3.0,3.0,4.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,3.0,0.0
51.0,51.0,3.0,3.0,4.0,0.0
61.0,61.0,3.0,3.0,3.0,0.0
64.0,64.0,3.0,3.0,4.0,0.0
52.0,52.0,4.0,3.0,4.0,0.0
53.0,53.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,3.0,3.0,0.0
52.0,52.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
66.0,66.0,4.0,4.0,4.0,0.0
64.0,64.0,3.0,2.0,3.0,0.0
51.0,51.0,4.0,3.0,4.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
64.0,64.0,3.0,2.0,3.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
54.0,54.0,4.0,3.0,4.0,0.0
56.0,56.0,4.0,3.0,4.0,0.0
58.0,58.0,4.0,4.0,4.0,0.0
67.0,67.0,3.0,3.0,3.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
62.0,62.0,4.0,3.0,4.0,0.0
58.0,58.0,4.0,4.0,4.0,0.0
60.0,60.0,4.0,4.0,4.0,0.0
64.0,64.0,4.0,4.0,4.0,0.0
60.0,60.0,4.0,4.0,4.0,0.0
61.0,61.0,3.0,3.0,3.0,0.0
62.0,62.0,3.0,3.0,3.0,0.0
65.0,65.0,3.0,2.0,3.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
63.0,63.0,3.0,3.0,4.0,0.0
69.0,69.0,3.0,3.0,4.0,0.0
53.0,53.0,4.0,3.0,4.0,0.0
50.0,50.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,2.0,4.0,0.0
64.0,64.0,3.0,3.0,4.0,0.0
59.0,59.0,4.0,4.0,4.0,0.0
55.0,55.0,3.0,3.0,4.0,0.0
64.0,64.0,3.0,3.0,4.0,0.0
65.0,65.0,2.0,2.0,3.0,0.0
63.0,63.0,3.0,3.0,4.0,0.0
61.0,61.0,4.0,4.0,4.0,0.0
55.0,55.0,3.0,3.0,3.0,0.0
61.0,61.0,3.0,3.0,3.0,0.0
59.0,59.0,3.0,2.0,4.0,0.0
52.0,52.0,3.0,3.0,3.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,3.0,0.0
56.0,56.0,4.0,3.0,4.0,0.0
64.0,64.0,3.0,3.0,3.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,3.0,0.0
54.0,54.0,3.0,3.0,4.0,0.0
55.0,55.0,4.0,4.0,4.0,0.0
56.0,56.0,4.0,4.0,4.0,0.0
66.0,66.0,3.0,3.0,4.0,0.0
54.0,54.0,4.0,4.0,4.0,0.0
57.0,57.0,4.0,4.0,4.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
54.0,54.0,3.0,3.0,3.0,0.0
58.0,58.0,3.0,4.0,4.0,0.0
61.0,61.0,3.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
65.0,65.0,4.0,4.0,4.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
63.0,63.0,3.0,3.0,4.0,0.0
49.0,49.0,3.0,3.0,4.0,0.0
57.0,57.0,4.0,3.0,4.0,0.0
53.0,53.0,3.0,3.0,4.0,0.0
63.0,63.0,3.0,3.0,4.0,0.0
51.0,51.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,3.0,4.0,0.0
62.0,62.0,3.0,3.0,3.0,0.0
64.0,64.0,3.0,3.0,4.0,0.0
63.0,63.0,3.0,3.0,3.0,0.0
54.0,54.0,3.0,3.0,4.0,0.0
56.0,56.0,3.0,3.0,3.0,0.0
57.0,57.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,3.0,0.0
56.0,56.0,3.0,3.0,3.0,0.0
60.0,60.0,3.0,3.0,4.0,0.0
65.0,65.0,3.0,3.0,3.0,0.0
56.0,56.0,4.0,3.0,4.0,0.0
59.0,59.0,3.0,3.0,4.0,0.0
58.0,58.0,3.0,3.0,4.0,0.0
60.0,60.0,4.0,4.0,5.0,0.0
54.0,54.0,3.0,3.0,5.0,0.0
